ID,POS,#,Name,Nickname,Age,NAT,COB,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,GS,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,G,GS,W,L,SV,BS,HLD,IP,HA,HR,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM,Sign,SctAcc
35521,CF,12,RED BARNETT,,19,USA,"Carlisle, PA","5' 9""",155 lbs,Left,Left,Indianapolis Tech,-,Fair,CO Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,45,45,225,200,62,7,2,1,30,44,20,3,10,0.31,0.374,0.38,33.2,5.9,0.07,0.336,0.754,0.31,0,-0.1,0,36,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low
33756,CF,33,BILL BARRETT,,16,USA,"Vineland, NJ","6' 0""",160 lbs,Left,Left,Vineland,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,22,22,110,88,42,12,5,3,30,37,15,2,20,0.477,0.565,0.83,44.7,22.4,0.352,0.565,1.394,0.464,0,2.4,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
33895,CF,23,FREDDIE BATTEN,,15,USA,"Haverhill, MA","5' 11""",150 lbs,Left,Left,Haverhill,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,25,25,129,105,45,11,2,1,28,32,19,5,14,0.429,0.508,0.6,35.6,14.8,0.171,0.473,1.108,0.431,0,1.8,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low
33723,SP,18,BOB BAUMGART,NO HANDS,19,USA,"Omaha, NE","5' 11""",165 lbs,Switch,Right,Springfield State,-,Great,CO Freshman,4,NEU,83-85 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,2,5,0,0,0,78.2,94,10,58,57,52,41,6.52,0.315,1.86,16.8,1.1,10.8,5.9,4.7,0.8,0,0,0,0,5.83,0,-0.6,-0.8,Slot,Extremely Hard,Average
33829,C,25,HUCK BAYNE,,16,USA,"Knoxville, TN","6' 1""",180 lbs,Left,Right,Liberty,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,26,26,133,109,45,17,1,1,27,41,20,7,19,0.413,0.508,0.615,36.9,14.9,0.202,0.48,1.122,0.431,0,1.9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
33975,CF,12,AL BELL,,16,USA,"Lebanon, IL","5' 11""",165 lbs,Right,Right,Lebanon,-,Average,HS Sophomore,1,FB,80-83 Mph,Over the Top,Normal,26,26,130,113,52,11,1,0,31,47,12,6,12,0.46,0.508,0.575,34.9,13.5,0.115,0.466,1.083,0.477,0,1.7,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
33948,C,25,KEN BENSON,,16,USA,"Richmond, VA","5' 9""",170 lbs,Right,Right,Varina,-,Average,HS Sophomore,1,FB,80-83 Mph,Over the Top,Normal,22,22,111,100,39,10,0,0,22,27,8,7,10,0.39,0.441,0.49,22.8,9.8,0.1,0.412,0.931,0.415,0,0.9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
33563,SS,13,EARL BERGH,,16,USA,"Philadelphia, PA","6' 0""",150 lbs,Right,Right,Caldwell,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,26,26,131,109,48,11,4,4,30,42,15,3,19,0.44,0.5,0.725,45.5,16.6,0.284,0.499,1.225,0.419,0,2.1,0,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
34314,LF,20,TONY BERMUDA,,19,USA,"New York, NY","6' 1""",180 lbs,Right,Right,Richmond State,-,Good,CO Freshman,1,FB,80-83 Mph,Over the Top,Normal,62,62,314,283,84,16,1,5,53,72,26,29,22,0.297,0.36,0.413,45.2,5.9,0.117,0.341,0.774,0.317,0,0.5,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
33556,SP,7,ED BIRCH,WOODY,16,USA,"Natchez, MS","5' 11""",150 lbs,Right,Right,Milford,-,Average,HS Sophomore,4,GB,87-89 Mph,Normal (3/4),Groundballer,21,21,106,97,35,9,0,4,28,35,4,5,13,0.361,0.379,0.577,20.6,7.7,0.216,0.393,0.956,0.344,0,0.7,0,9,5,12,12,9,1,0,0,0,96,64,1,14,11,14,126,1.03,0.265,0.81,7.3,0.1,6,1.3,11.8,9,0,0,0,0,1.15,0,5.8,5.6,Slot,Extremely Hard,Average
33879,2B,22,JOE BISHOP,,15,USA,"Pittsburgh, PA","5' 9""",140 lbs,Right,Right,Allderdice,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,24,24,120,98,44,12,3,1,24,41,16,3,16,0.449,0.538,0.663,37.4,16,0.214,0.504,1.202,0.457,0,2,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
33932,CF,15,RANDY BIVENS,,16,USA,"Fairport Harbor, OH","5' 10""",150 lbs,Left,Left,Fairport Harbor,-,Average,HS Sophomore,1,FB,80-83 Mph,Sidearm,Normal,27,27,136,111,43,15,4,2,24,36,17,10,21,0.387,0.493,0.649,43.6,15.7,0.261,0.48,1.141,0.414,0,1.9,0,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
33548,CF,15,DON BOOTH,,18,USA,"Farragut, TN","5' 10""",165 lbs,Left,Left,College of Waco,-,Great,CO Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,49,49,245,229,72,12,7,1,39,44,11,3,20,0.314,0.348,0.441,39.8,6.4,0.127,0.343,0.789,0.313,0,0.6,0,40,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
33955,LF,8,FRANK BOOTH,,16,CAN,"Ottawa, ON","5' 11""",165 lbs,Left,Left,Gulfport,-,Average,HS Sophomore,3,NEU,75-80 Mph,Normal (3/4),Normal,24,24,121,98,40,12,2,4,28,32,18,8,18,0.408,0.508,0.694,36.3,14.9,0.286,0.496,1.202,0.419,0,1.9,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low
33961,SP,9,ED BOWMAN,,16,USA,"Wharton, TX","6' 2""",160 lbs,Switch,Right,Wharton,-,Average,HS Sophomore,3,NEU,85-87 Mph,Normal (3/4),Normal,23,23,116,111,40,5,1,0,25,36,4,13,6,0.36,0.388,0.423,18.7,6.9,0.063,0.362,0.811,0.408,0,0.5,0,4,2,15,15,7,4,0,0,0,117,101,5,45,44,72,91,3.38,0.254,1.48,13.5,0.4,7.8,5.5,7,1.3,0,0,0,0,4.1,0,1.5,2.9,Slot,Hard,Average
33791,SP,45,DOM BOYD,,16,USA,"Norfolk, VA","6' 3""",170 lbs,Left,Right,Elizabeth City,-,Average,HS Sophomore,3,NEU,83-85 Mph,Normal (3/4),Normal,10,10,50,42,15,7,2,2,13,15,1,9,11,0.357,0.362,0.762,11.1,8.4,0.405,0.415,1.124,0.382,0,0.4,0,8,3,14,14,6,4,0,0,0,102,94,5,39,36,43,83,3.18,0.271,1.34,12.3,0.4,8.3,3.8,7.3,1.9,0,0,0,0,3.53,0,2,2.6,Slot,Extremely Hard,Average
33571,C,38,FRANK BRADBERRY,,15,USA,"Detroit, MI","5' 11""",165 lbs,Right,Right,Rochester,-,Average,HS Sophomore,1,NEU,80-83 Mph,Normal (3/4),Normal,26,26,133,105,44,15,3,2,27,37,22,7,20,0.419,0.527,0.676,41.7,16.6,0.257,0.503,1.203,0.433,0,2.2,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
33560,1B,9,DUTCH BREUNIG,,19,USA,"Erie, PA","6' 1""",210 lbs,Right,Right,Grange College,-,Great,CO Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,64,64,320,295,97,17,1,3,54,61,17,4,21,0.329,0.366,0.424,48.3,6.3,0.095,0.346,0.79,0.323,0,0.8,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
33891,RF,4,JESSE BROCK,,16,USA,"Evanston, IL","5' 7""",135 lbs,Left,Left,Westcott Vocational,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,24,24,122,98,39,8,2,3,28,30,15,5,13,0.398,0.5,0.612,34,14.1,0.214,0.472,1.112,0.396,0,1.7,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
33549,SP,20,CHARLIE BROTHERTON,,16,USA,"Mandan, ND","6' 2""",165 lbs,Right,Right,Volga,-,Average,HS Sophomore,2,NEU,84-86 Mph,Normal (3/4),Normal,26,26,132,118,43,7,1,0,27,39,9,10,8,0.364,0.405,0.441,22.6,7.3,0.076,0.371,0.845,0.387,0,0.6,0,8,4,13,13,5,3,0,0,0,89.1,72,3,21,20,25,78,2.01,0.246,1.09,10,0.3,7.3,2.5,7.9,3.1,0,0,0,0,2.8,0,2.7,3.9,Slot,Extremely Hard,Average
33860,SP,9,BOB BROWN,,16,USA,"Northfield, MA","6' 0""",170 lbs,Right,Right,Northfield,-,Average,HS Sophomore,3,NEU,83-85 Mph,Normal (3/4),Normal,9,9,49,45,16,7,0,0,14,14,1,5,7,0.356,0.354,0.511,8.4,6.7,0.156,0.357,0.865,0.381,0,0.2,0,5,2,15,15,9,1,0,0,0,109,92,3,26,23,17,123,1.9,0.292,1,9.2,0.2,7.6,1.4,10.2,7.2,0,0,0,0,1.85,0,5,4.8,Slot,Extremely Hard,Average
33782,SS,16,JIM BROWN,,19,USA,"Kansas City, KS","5' 11""",160 lbs,Right,Right,Northern Mississippi,-,Great,CO Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,53,53,265,225,60,8,2,5,41,41,32,13,15,0.267,0.361,0.387,38.4,5.8,0.12,0.334,0.748,0.262,0,0.4,0,38,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
33909,SP,5,PAUL BROWN,,16,USA,"East Orange, NJ","6' 0""",155 lbs,Left,Left,East Orange,-,Average,HS Sophomore,5,NEU,84-86 Mph,Normal (3/4),Normal,21,21,107,101,40,7,0,0,24,28,2,5,7,0.396,0.41,0.465,20,8.3,0.069,0.379,0.875,0.412,0,0.6,0,3,1,16,10,4,2,0,0,0,78.1,63,3,22,18,22,84,2.07,0.265,1.09,10,0.3,7.2,2.5,9.7,3.8,0,0,0,0,2.47,0,2.6,2.8,Slot,Extremely Hard,Average
33809,RF,79,SKINNY BROWN,,19,USA,"Ann Arbor, MI","5' 10""",175 lbs,Left,Left,Cookeville State,-,Average,CO Freshman,1,NEU,80-83 Mph,Sidearm,Normal,57,57,286,254,78,13,1,6,48,68,28,5,20,0.307,0.377,0.437,44.9,6.7,0.13,0.358,0.814,0.295,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
33913,CF,3,DAVE BRYANT,,16,USA,"Sacramento, CA","5' 10""",145 lbs,Left,Left,Christian Brothers,-,Average,HS Sophomore,1,NEU,80-83 Mph,Normal (3/4),Normal,24,24,120,105,42,12,2,1,24,39,11,5,15,0.4,0.466,0.581,30.6,12.5,0.181,0.447,1.047,0.414,0,1.4,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
33872,1B,10,FRANK BUNCH JR.,,16,USA,"Port Jervis, NY","5' 11""",170 lbs,Left,Left,Port Jervis,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,24,24,124,109,54,16,6,1,29,39,12,4,23,0.495,0.54,0.78,48.6,21.5,0.284,0.552,1.32,0.5,0,2.5,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
33531,CF,6,TURKEY BURKETT,,16,USA,"Buffalo, NY","5' 9""",145 lbs,Left,Left,Newfane,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,26,26,133,100,40,16,4,3,25,31,23,9,23,0.4,0.527,0.73,45.1,17.1,0.33,0.513,1.257,0.411,0,2.3,0,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
33925,3B,3,MARTY BURNETT,,15,USA,"Pittsburgh, PA","6' 0""",170 lbs,Right,Right,Peabody,-,Average,HS Sophomore,1,NEU,80-83 Mph,Normal (3/4),Normal,24,24,120,109,48,14,4,0,29,43,10,4,18,0.44,0.483,0.642,36.1,15,0.202,0.482,1.126,0.453,0,1.7,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low
34244,SS,20,WALLY BURNETT,,15,USA,"Baltimore, MD","5' 11""",145 lbs,Switch,Right,Friends,-,Average,HS Sophomore,1,FB,80-83 Mph,Over the Top,Normal,26,26,131,110,45,12,4,2,31,33,17,4,18,0.409,0.492,0.645,37.5,13.7,0.236,0.476,1.138,0.413,0,1.8,0,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
33815,2B,17,HENRY BUSH,,18,USA,"Sheffield, AL","6' 0""",190 lbs,Right,Right,Daniel Boone College,-,Great,CO Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,59,59,297,255,72,13,6,5,51,55,40,17,24,0.282,0.378,0.439,48.5,6.7,0.157,0.361,0.818,0.286,0,1.2,0,37,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
34223,SP,27,BOB BUTTS,,16,USA,"Camden, NJ","5' 10""",150 lbs,Right,Right,Passaic,-,Average,HS Sophomore,4,NEU,87-89 Mph,Over the Top,Normal,24,24,122,116,44,9,1,1,23,32,2,7,11,0.379,0.385,0.5,22.9,7.9,0.121,0.382,0.885,0.387,0,0.7,0,6,3,15,15,7,3,0,0,0,109.2,93,5,33,31,38,122,2.54,0.28,1.19,11,0.4,7.6,3.1,10,3.2,0,0,0,0,2.69,0,3.5,3.9,Slot,Hard,Low
33940,3B,34,MAURY CAMPBELL,,16,USA,"Decatur, IL","5' 7""",140 lbs,Right,Right,Decatur,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,103,88,42,11,3,1,24,30,11,3,15,0.477,0.545,0.705,36.3,18.5,0.227,0.524,1.249,0.488,0,1.9,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Hard,Average
33920,2B,29,HERB CAREY,,16,USA,"West Point, VA","5' 11""",150 lbs,Right,Right,West Point,-,Average,HS Sophomore,4,NEU,80-83 Mph,Normal (3/4),Normal,27,27,136,106,57,13,6,5,40,51,21,5,24,0.538,0.622,0.915,68.9,32.1,0.377,0.622,1.537,0.531,0,3.6,0,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
33980,C,21,GROVER CARLSON,,16,USA,"Stillman Valley, IL","5' 10""",160 lbs,Right,Right,Stillman Valley,-,Average,HS Sophomore,1,NEU,80-83 Mph,Over the Top,Normal,26,26,132,109,47,15,4,2,30,35,19,5,21,0.431,0.519,0.697,44.2,17.8,0.266,0.51,1.216,0.437,0,2.2,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
34201,CF,21,HARRY CARR,,16,USA,"Akron, OH","5' 10""",145 lbs,Right,Right,Buchtel,-,Average,HS Sophomore,1,NEU,80-83 Mph,Over the Top,Normal,22,22,113,97,46,11,6,2,29,43,10,3,19,0.474,0.527,0.773,43.6,19.3,0.299,0.53,1.3,0.473,0,2.1,0,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low
33715,SP,42,JESSE CAVANAGH,,16,USA,"Oregon City, OR","5' 10""",150 lbs,Left,Left,Oregon City,-,Average,HS Sophomore,3,NEU,83-85 Mph,Over the Top,Normal,6,6,32,25,9,4,1,0,7,8,1,6,5,0.36,0.367,0.6,6.2,7.5,0.24,0.362,0.967,0.409,0,0.1,0,3,1,13,6,2,1,2,0,0,49,38,2,16,12,20,51,2.2,0.25,1.18,10.7,0.4,7,3.7,9.4,2.5,0,0,0,0,2.87,0,1.3,1.4,Slot,Extremely Hard,Average
33900,RF,11,ERNIE CHAMNESS,,16,USA,"Torrington, CT","5' 10""",160 lbs,Left,Left,Torrington,-,Average,HS Sophomore,1,EX FB,80-83 Mph,Over the Top,Normal,21,21,106,87,38,13,3,1,20,35,15,4,17,0.437,0.519,0.69,32.8,14.8,0.253,0.502,1.209,0.446,0,1.7,0,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
