ID,POS,#,Name,Nickname,Age,NAT,COB,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,GS,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,G,GS,W,L,SV,BS,HLD,IP,HA,HR,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM,Sign,SctAcc
33677,SP,7,NELSON BAILEY,,18,USA,"Chicago, IL","6' 0""",165 lbs,Left,Left,Lake Zurich,Grange College,Average,HS Senior,3,GB,84-86 Mph,Over the Top,Groundballer,26,26,132,122,46,10,0,0,25,32,5,7,10,0.377,0.4,0.459,24.8,7.9,0.082,0.372,0.859,0.393,0,0.6,0,19,5,14,14,8,3,0,0,0,112,84,3,26,22,34,127,1.77,0.262,1.05,9.5,0.2,6.8,2.7,10.2,3.7,0,0,0,0,2.19,0,4.5,5.1,Slot,Extremely Hard,Average
35314,CF,19,DAN BAKER,,17,USA,"St. Louis, MO","5' 11""",170 lbs,Right,Right,Lebanon,Bluegrass State,Average,HS Senior,1,NEU,80-83 Mph,Normal (3/4),Normal,70,70,357,297,124,28,5,3,69,98,46,18,36,0.418,0.5,0.576,95.4,13.6,0.158,0.463,1.076,0.434,0,4.6,0,27,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
34207,2B,7,JIM BAKER,,18,USA,"New York, NY","5' 6""",140 lbs,Right,Right,Oakmont,Shenandoah Valley State,Average,HS Senior,3,NEU,83-85 Mph,Normal (3/4),Normal,51,51,262,216,90,27,5,2,57,74,36,12,34,0.417,0.511,0.616,76.2,14.7,0.199,0.487,1.127,0.431,0,3.9,0,35,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
34136,LF,28,MONTY BAKER,,18,USA,"Cleveland, OH","5' 10""",155 lbs,Right,Right,Monroe,South Valley State,Average,HS Senior,1,FB,80-83 Mph,Normal (3/4),Normal,45,45,229,210,97,28,10,2,53,78,11,8,40,0.462,0.487,0.719,76.4,16.2,0.257,0.502,1.206,0.468,0,3.7,0,27,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
35312,SS,9,SAMMY BARGER,,20,USA,"Independence, IA","5' 10""",165 lbs,Right,Right,Daniel Boone College,-,Great,CO Junior,1,FB,80-83 Mph,Normal (3/4),Normal,146,146,735,630,173,26,5,7,108,123,94,58,38,0.275,0.365,0.365,105.5,5.8,0.09,0.33,0.73,0.29,0,0.9,0,106,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Normal,Average
34122,CF,12,JOE BARKER,,21,USA,"Lebanon, IN","5' 7""",160 lbs,Switch,Left,Georgia Baptist,-,Great,CO Junior,1,FB,80-83 Mph,Normal (3/4),Normal,114,114,578,512,137,18,4,0,83,82,44,7,22,0.268,0.337,0.318,66.4,4.5,0.051,0.299,0.655,0.269,0,-0.9,0,63,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Easy,Average
33874,2B,3,MARV BARNES,,18,USA,"Elmira, NY","5' 9""",165 lbs,Right,Right,Elmira,Carolina Poly,Average,HS Senior,1,NEU,80-83 Mph,Normal (3/4),Normal,26,26,133,110,50,11,1,2,28,47,20,6,14,0.455,0.541,0.627,42.7,17.7,0.173,0.507,1.169,0.466,0,2.2,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Hard,Average
33691,CF,6,LEW BARTELS,,17,USA,"Stamford, CT","5' 11""",160 lbs,Left,Left,Columbus,Gates University,Average,HS Senior,1,NEU,80-83 Mph,Normal (3/4),Normal,22,22,114,91,44,16,0,3,27,43,11,1,19,0.484,0.559,0.758,42.2,20.7,0.275,0.538,1.317,0.461,0,2.2,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$1k,Hard,Average
34190,SP,6,IKE BEAVER,,21,USA,"Los Angeles, CA","5' 11""",175 lbs,Right,Right,American Atlantic,-,Great,CO Junior,3,NEU,84-86 Mph,Over the Top,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,14,8,0,0,0,200.1,202,25,92,85,57,153,3.82,0.288,1.29,11.8,1.1,9.1,2.6,6.9,2.7,0,0,0,0,4.21,0,2.3,3.3,Slot,Normal,Average
35450,SP,21,DUTCH BECKER,,18,USA,"Aberdeen, WA","6' 3""",165 lbs,Right,Right,Manual,Portland Tech,Average,HS Senior,3,EX GB,84-86 Mph,Normal (3/4),Groundballer,41,41,214,207,79,28,4,7,61,68,1,18,39,0.382,0.381,0.657,49,9.2,0.275,0.427,1.038,0.391,0,2.1,0,20,10,42,42,25,6,0,0,0,317.2,250,5,80,73,110,351,2.07,0.273,1.13,10.4,0.1,7.1,3.1,9.9,3.2,0,0,0,0,2.29,0,12.3,13.4,Slot,Extremely Hard,Average
36437,CF,17,EDDIE BECKER,,20,USA,"Bristol, RI","5' 10""",165 lbs,Right,Right,Garden State,-,Great,CO Junior,1,NEU,80-83 Mph,Over the Top,Normal,128,128,646,558,165,25,13,5,89,126,78,25,43,0.296,0.382,0.414,107,6.9,0.118,0.355,0.796,0.3,0,2.2,0,99,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Easy,Average
37078,SP,41,HANK BECKMAN,,20,USA,"Tonawanda CDP, NY","5' 9""",155 lbs,Switch,Right,Whitney College,-,Great,CO Junior,5,NEU,85-87 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,24,16,0,0,0,359.2,361,13,149,140,127,247,3.5,0.307,1.36,12.3,0.3,9,3.2,6.2,1.9,0,0,0,0,3.4,0,8,7.8,Slot,Normal,Average
35317,3B,33,JOE BECKWITH,,18,USA,"Adrian, MI","5' 8""",155 lbs,Right,Right,Walled Lake,Carolina Poly,Average,HS Senior,1,FB,80-83 Mph,Normal (3/4),Normal,67,67,342,281,123,31,2,6,75,100,47,10,39,0.438,0.524,0.626,100.3,15.8,0.189,0.489,1.15,0.438,0,5.1,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$950 ,Extremely Hard,Average
35353,SS,21,EDDIE BELL,,18,USA,"Danbury, CT","5' 10""",150 lbs,Right,Right,Suffern,Alabama A&T,Average,HS Senior,1,FB,80-83 Mph,Normal (3/4),Normal,75,75,378,309,127,40,16,6,75,112,41,20,62,0.411,0.505,0.702,117.2,15,0.291,0.503,1.208,0.423,0,6.1,0,55,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Hard,Average
35344,SP,22,JOE BEMENT,,18,USA,"San Antonio, TX","5' 10""",145 lbs,Left,Left,Santa Clara,Red River State,Average,HS Senior,3,NEU,87-89 Mph,Normal (3/4),Normal,15,15,79,67,26,12,2,0,17,21,2,8,14,0.388,0.4,0.627,17.2,8.9,0.239,0.402,1.027,0.413,0,0.6,0,6,3,47,23,10,5,3,0,0,194.2,165,7,65,54,71,186,2.5,0.268,1.21,11.1,0.3,7.6,3.3,8.6,2.6,0,0,0,0,2.93,0,5,5.5,Slot,Hard,Average
33690,RF,9,FRANK BENNET,,18,USA,"Los Angeles, CA","5' 10""",160 lbs,Right,Right,Riverside,North Carolina Atlantic,Average,HS Senior,1,FB,80-83 Mph,Sidearm,Normal,26,26,130,105,48,12,2,5,29,43,19,6,19,0.457,0.531,0.752,45,19.3,0.295,0.525,1.284,0.443,0,2.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$3k,Extremely Hard,Average
34193,CF,8,DOUG BENNETT,,21,USA,"Middle Valley, TN","5' 10""",175 lbs,Left,Left,Columbia Military Academy,-,Great,CO Junior,1,FB,80-83 Mph,Over the Top,Normal,108,108,544,459,125,19,9,2,69,102,68,30,30,0.272,0.375,0.366,81.1,6.3,0.094,0.337,0.741,0.285,0,1,0,68,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$2k,Extremely Hard,Average
35422,CF,20,MILT BENNETT,,18,USA,"New Rochelle, NY","5' 10""",150 lbs,Right,Right,Chelsea,Brooklyn Catholic,Average,HS Senior,1,FB,80-83 Mph,Sidearm,Normal,70,70,352,277,128,38,9,6,82,105,49,13,53,0.462,0.553,0.729,130.3,20.7,0.267,0.531,1.283,0.462,0,6.6,0,53,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$4k,Extremely Hard,Average
35359,C,16,DIEGO BERNAL,,21,USA,"San Francisco, CA","6' 0""",190 lbs,Right,Right,College of San Diego,-,Great,CO Junior,1,FB,80-83 Mph,Normal (3/4),Normal,133,133,668,558,143,23,0,10,94,111,94,81,33,0.256,0.365,0.351,82.6,5.2,0.095,0.328,0.717,0.281,0,0.7,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Normal,Average
36418,LF,12,LUKE BERRY,,18,USA,"Kingston, PA","6' 0""",170 lbs,Right,Right,Cressona,Liberty College,Average,HS Senior,1,FB,80-83 Mph,Normal (3/4),Normal,65,65,329,263,149,44,2,17,103,130,54,13,63,0.567,0.636,0.943,167,35,0.376,0.636,1.579,0.557,0,9.2,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$5k,Extremely Hard,Average
34206,SP,6,JIM BIRDWELL,,21,USA,"Buffalo, NY","6' 0""",180 lbs,Left,Right,Sumter College,-,Good,CO Junior,4,NEU,83-85 Mph,Sidearm,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,10,11,0,0,0,202.1,209,17,98,96,91,134,4.27,0.296,1.48,13.4,0.8,9.3,4,6,1.5,0,0,0,0,4.35,0,2,2.8,Slot,Normal,Average
35400,2B,19,TOMMY BLOOD,,18,USA,"Marlborough, MA","5' 11""",155 lbs,Right,Right,Holyoke,Caesar Rodney,Average,HS Senior,1,FB,80-83 Mph,Normal (3/4),Normal,69,69,348,268,117,32,16,8,78,105,45,14,56,0.437,0.535,0.765,123.2,18.8,0.328,0.527,1.3,0.429,0,6.4,0,41,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$1k,Extremely Hard,Average
36466,SP,5,ANDY BOYER,RAGS,21,USA,"Detroit, MI","6' 1""",175 lbs,Right,Right,CC Los Angeles,-,Great,CO Junior,2,EX GB,83-85 Mph,Normal (3/4),Groundballer,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,4,3,49,0,0,92.1,93,3,45,39,33,59,3.8,0.319,1.36,12.8,0.3,9.1,3.2,5.8,1.8,0,0,0,0,3.58,0,0.9,0.3,Slot,Normal,Average
36879,SP,24,ELMER BRADBURY,,21,USA,"Brockton, MA","5' 11""",180 lbs,Right,Right,Worcester Catholic University,-,Fair,CO Junior,5,NEU,89-91 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,16,26,0,0,0,381,439,47,243,238,200,249,5.62,0.318,1.68,15.2,1.1,10.4,4.7,5.9,1.2,0,0,0,0,5.1,0,0.4,-0.3,Slot,Normal,Average
35241,SP,6,CARL BRADSHAW,,18,USA,"Indianapolis, IN","6' 1""",165 lbs,Left,Left,Muncie,Opelika State,Average,HS Senior,3,NEU,86-88 Mph,Normal (3/4),Normal,35,35,179,164,61,14,3,3,42,57,3,30,20,0.372,0.379,0.549,34.6,7.8,0.177,0.387,0.927,0.42,0,1.1,0,17,8,43,27,16,2,0,0,0,211.2,149,7,48,40,63,298,1.7,0.275,1,9.3,0.3,6.3,2.7,12.7,4.7,0,0,0,0,1.79,0,9.4,9.1,Slot,Hard,Average
35222,SP,19,LES BRADSHAW,,18,USA,"Worcester, MA","6' 0""",155 lbs,Right,Right,King,Boston State,Average,HS Senior,3,GB,85-87 Mph,Normal (3/4),Groundballer,44,44,224,198,73,21,3,2,50,59,10,23,26,0.369,0.398,0.535,43.8,8.3,0.167,0.386,0.934,0.399,0,1.4,0,7,4,42,42,27,4,0,0,0,331,252,4,66,58,73,354,1.58,0.266,0.98,8.9,0.1,6.9,2,9.6,4.8,0,0,0,0,1.92,0,15,16.6,$2k,Extremely Hard,Average
35337,SP,2,HOWIE BRAY,,21,USA,"New York, NY","6' 4""",195 lbs,Right,Right,Hillsborough College,-,Fair,CO Junior,3,NEU,85-87 Mph,Over the Top,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,45,10,19,0,0,0,299,333,33,191,183,186,186,5.51,0.306,1.74,15.6,1,10,5.6,5.6,1,0,0,0,0,5.26,0,-0.3,-0.4,Slot,Extremely Hard,Average
33661,CF,25,BEN BRAZEL,,18,USA,"Fairbury, NE","6' 2""",180 lbs,Right,Right,Hastings,Red River State,Average,HS Senior,1,NEU,80-83 Mph,Normal (3/4),Normal,26,26,134,122,59,17,5,2,32,49,5,6,24,0.484,0.508,0.754,49.2,17.7,0.27,0.523,1.262,0.491,0,2.4,0,30,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$1k,Extremely Hard,Average
34176,SP,33,JOHNNY BREWSTER,,17,USA,"Hackensack, NJ","6' 0""",155 lbs,Right,Right,Jay,Eastern State,Average,HS Senior,4,NEU,85-87 Mph,Normal (3/4),Normal,10,10,50,48,18,5,1,0,12,16,1,6,6,0.375,0.388,0.521,9.4,7.5,0.146,0.386,0.909,0.429,0,0.3,0,7,3,28,28,17,4,0,0,0,221,202,9,73,68,73,175,2.77,0.268,1.24,11.4,0.4,8.2,3,7.1,2.4,0,0,0,0,3.19,0,5.5,7,Slot,Extremely Hard,Average
35460,SS,25,ERNIE BROWN,THE HANDYMAN,21,USA,"Parkersburg, WV","6' 0""",165 lbs,Switch,Right,Rainier College,-,Great,CO Junior,1,FB,80-83 Mph,Over the Top,Normal,164,164,831,756,225,41,4,8,143,151,60,29,53,0.298,0.351,0.394,116.3,5.6,0.097,0.331,0.745,0.299,0,1.1,0,76,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$2k,Normal,Average
35275,CF,12,JIM J. BROWN,,18,USA,"Grand Rapids, MI","5' 6""",135 lbs,Right,Right,Summerfield,Amarillo Methodist,Average,HS Senior,1,FB,80-83 Mph,Normal (3/4),Normal,71,71,363,318,150,40,13,10,89,124,25,9,63,0.472,0.528,0.774,134.4,18.7,0.302,0.543,1.301,0.465,0,7.2,0,57,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
37366,SP,43,NORM BROWN,,21,USA,"Nashville, TN","6' 0""",160 lbs,Left,Right,Bayou State College,-,Great,CO Junior,6,GB,85-87 Mph,Normal (3/4),Groundballer,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,49,19,13,0,0,0,333,353,8,148,142,130,179,3.84,0.311,1.45,13.2,0.2,9.5,3.5,4.8,1.4,0,0,0,0,3.65,0,6,5.9,Slot,Hard,Average
34140,2B,7,TED BROWN,,18,USA,"Jersey City, NJ","5' 8""",140 lbs,Right,Right,Henry Snyder High School,Chesapeake State,Average,HS Senior,1,FB,80-83 Mph,Over the Top,Normal,50,50,254,220,121,27,9,7,75,105,24,10,43,0.55,0.594,0.85,117.7,26.9,0.3,0.603,1.444,0.551,0,6.3,0,44,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$5k,Hard,Average
35451,RF,4,CHICK BROWNING,,18,USA,"Chicago, IL","5' 11""",170 lbs,Left,Left,Joliet,Maryville Christian,Average,HS Senior,1,FB,80-83 Mph,Sidearm,Normal,70,70,353,294,133,34,4,9,85,115,50,15,47,0.452,0.523,0.687,113.5,17.4,0.235,0.508,1.21,0.449,0,5.9,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$1k,Extremely Hard,Average
34241,SS,9,JOHNNY BUNCE,,17,USA,"West Allis, WI","5' 10""",155 lbs,Switch,Right,Highwood,Oklahoma City State,Average,HS Senior,1,FB,80-83 Mph,Over the Top,Normal,48,48,243,208,94,20,8,1,52,81,29,12,29,0.452,0.519,0.639,80.8,16.4,0.187,0.494,1.158,0.472,0,3.8,0,68,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$1k,Extremely Hard,Average
35454,CF,2,LYLE BURCH,BULLET,18,USA,"Youngstown, OH","6' 0""",165 lbs,Right,Right,Berea,Cumberland University,Average,HS Senior,1,FB,80-83 Mph,Normal (3/4),Normal,75,75,380,338,162,47,18,9,97,127,30,7,74,0.479,0.527,0.805,154.1,20.1,0.325,0.551,1.331,0.472,0,7.8,0,104,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Hard,Average
33644,3B,32,MOOSE BUTERA,,18,USA,"New York, NY","5' 11""",165 lbs,Right,Right,Loyola,Tallmadge State,Average,HS Senior,3,NEU,75-80 Mph,Normal (3/4),Normal,26,26,131,107,42,13,1,4,25,33,19,4,18,0.393,0.489,0.645,38.7,14.7,0.252,0.481,1.133,0.376,0,1.9,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
34204,2B,9,YANK BUXTON,,21,USA,"Newark, NJ","5' 9""",180 lbs,Right,Right,Smithfield College,-,Average,CO Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,101,101,509,450,134,22,2,1,83,81,50,21,25,0.298,0.37,0.362,72.8,5.9,0.064,0.333,0.732,0.308,0,0.7,0,64,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Easy,Average
35318,SP,15,JOHN CALDERON,,17,USA,"Yonkers, NY","6' 0""",160 lbs,Left,Left,Rice,Miami State,Average,HS Senior,3,FB,85-87 Mph,Normal (3/4),Normal,45,45,229,216,77,17,1,2,51,71,7,16,20,0.356,0.372,0.472,39.2,7.1,0.116,0.362,0.844,0.373,0,0.9,0,10,4,47,27,11,6,0,0,0,214,181,8,76,70,112,193,2.94,0.257,1.37,12.6,0.3,7.6,4.7,8.1,1.7,0,0,0,0,3.54,0,3.9,5.6,Slot,Hard,Average
34150,2B,10,HAL CALDWELL,,18,USA,"New York, NY","5' 9""",155 lbs,Right,Right,Marcus Hook,Carbondale,Average,HS Senior,1,FB,80-83 Mph,Sidearm,Normal,44,44,225,184,91,24,7,0,49,77,31,9,31,0.495,0.573,0.701,82.8,21.3,0.207,0.533,1.274,0.517,0,4.3,0,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$800 ,Normal,Average
34259,2B,8,WALT CALDWELL,,21,USA,"Butte, MT","5' 9""",170 lbs,Right,Right,Coastal California,-,Great,CO Junior,1,FB,80-83 Mph,Normal (3/4),Normal,103,103,519,448,121,23,9,5,76,85,63,35,37,0.27,0.364,0.395,76.5,5.9,0.125,0.34,0.759,0.283,0,1.1,0,74,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Normal,Average
35424,SP,19,JUAN CAMPOS,,20,USA,"Brady, TX","5' 10""",165 lbs,Left,Left,Carbondale,-,Great,CO Junior,3,NEU,83-85 Mph,Over the Top,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,11,22,0,0,0,323,386,45,218,210,163,160,5.85,0.306,1.7,15.4,1.3,10.8,4.5,4.5,1,0,0,0,0,5.56,0,-1.3,-1.4,Slot,Normal,Average
37727,SP,36,ROY CAREY,,21,USA,"Ahoskie, NC","5' 11""",160 lbs,Right,Right,George Fox University,-,Great,CO Junior,6,EX GB,83-85 Mph,Normal (3/4),Groundballer,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,22,14,0,0,0,338.1,348,6,142,136,135,178,3.62,0.302,1.43,13,0.2,9.3,3.6,4.7,1.3,0,0,0,0,3.62,0,6.4,7,Slot,Extremely Hard,Average
