ID,POS,#,Name,Nickname,Age,NAT,COB,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,GS,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,G,GS,W,L,SV,BS,HLD,IP,HA,HR,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM,Sign,SctAcc
33799,CF,16,STEVE ARNOLD,,17,USA,"St. Marys, PA","5' 11""",155 lbs,Right,Right,St. Marys,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,26,26,132,106,51,15,4,4,32,50,19,3,23,0.481,0.569,0.811,52.7,21.2,0.33,0.565,1.381,0.47,0,2.9,0,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Normal,Average
34573,SP,23,CLIFF ATKINSON,,17,USA,"Clarksburg, WV","6' 0""",160 lbs,Right,Right,Beaver,-,Average,HS Junior,3,NEU,87-89 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,10,0,0,0,0,102,58,3,9,8,11,160,0.71,0.244,0.68,6.4,0.3,5.1,1,14.1,14.5,0,0,0,0,0.86,0,6.5,6.8,Slot,Extremely Hard,Low
33613,SP,19,CLYDE AUSTIN,,18,USA,"Brooklyn, NY","6' 4""",170 lbs,Right,Right,Bushnell,-,Average,HS Junior,3,NEU,83-85 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,4,2,0,0,0,69.1,50,1,17,15,26,79,1.95,0.265,1.1,10.1,0.1,6.5,3.4,10.3,3,0,0,0,0,2.32,0,2.5,2.8,Slot,Extremely Hard,Average
33773,2B,25,JIM BADGER,,17,USA,"Chicago, IL","6' 1""",170 lbs,Right,Right,Marion Catholic,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,22,22,111,91,40,8,6,0,26,36,15,5,14,0.44,0.518,0.659,36.3,16.1,0.22,0.495,1.178,0.455,0,1.7,0,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
34540,C,12,RAY BAILEY,,17,USA,"Buffalo, NY","5' 11""",170 lbs,Left,Right,Caledonia,-,Average,HS Junior,3,NEU,84-86 Mph,Normal (3/4),Normal,26,26,133,114,49,10,2,0,27,44,12,5,12,0.43,0.485,0.553,33,12.6,0.123,0.443,1.037,0.441,0,1.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low
33633,SS,10,HERSH BAINBRIDGE,,17,USA,"Kingston, PA","6' 2""",165 lbs,Switch,Right,Frackville,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,25,25,128,102,43,9,2,0,22,30,18,3,11,0.422,0.504,0.549,32.3,11.3,0.127,0.45,1.053,0.422,0,1.5,0,32,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
34662,2B,24,PAUL BALDWIN,,17,USA,"Sunbury, PA","5' 10""",150 lbs,Right,Right,Hallstead,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,25,25,126,113,48,13,1,1,27,35,5,5,15,0.425,0.472,0.584,32.7,13,0.159,0.456,1.056,0.435,0,1.5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
33635,3B,20,MARK BARKER,,17,USA,"West Point, MS","5' 10""",165 lbs,Right,Right,Tuscumbia,-,Average,HS Junior,3,NEU,83-85 Mph,Normal (3/4),Normal,21,21,106,83,33,9,0,2,22,25,15,7,11,0.398,0.495,0.578,26.8,12.7,0.181,0.452,1.073,0.408,0,1.3,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
35741,CF,55,NED BARROW,,20,USA,"Council Bluffs, IA","5' 7""",150 lbs,Right,Right,Kirkpatrick University,-,Average,CO Sophomore,1,FB,80-83 Mph,Over the Top,Normal,49,49,246,223,71,10,1,0,46,43,18,5,11,0.318,0.374,0.372,34.7,5.6,0.054,0.335,0.747,0.326,0,-0.5,0,38,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
33600,3B,25,ANDY BEASLEY,,16,USA,"Detroit, MI","6' 0""",175 lbs,Right,Right,Hillsdale,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,26,26,133,116,58,13,0,1,33,53,13,4,14,0.5,0.553,0.638,43.8,19.1,0.138,0.515,1.191,0.509,0,2.3,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
34630,3B,13,BILL BECKER,,16,USA,"East St. Louis, IL","6' 0""",160 lbs,Right,Right,Clayton,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,26,26,130,115,51,15,2,0,31,41,6,4,17,0.443,0.484,0.609,36,13.9,0.165,0.465,1.093,0.451,0,1.7,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low
34108,SS,5,JOHN BELL,,16,USA,"Minneapolis, MN","6' 0""",150 lbs,Switch,Right,Jacksboro,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,104,88,39,9,1,1,22,36,11,4,11,0.443,0.5,0.602,29.8,14.1,0.159,0.467,1.102,0.447,0,1.4,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low
36394,SP,15,RAY BELL,BOX CAR,17,USA,"Slayton, MN","6' 1""",155 lbs,Right,Right,Slayton,-,Average,HS Junior,3,NEU,85-87 Mph,Sidearm,Normal,10,10,53,48,17,4,2,0,13,15,1,7,6,0.354,0.358,0.521,9,6.5,0.167,0.367,0.879,0.386,0,0.2,0,5,3,16,16,11,2,0,0,0,126,91,1,24,22,37,129,1.57,0.249,1.02,9.1,0.1,6.5,2.6,9.2,3.5,0,0,0,0,2.14,0,5.2,6.5,Slot,Extremely Hard,Average
37484,3B,11,SPUD BENT,,19,USA,"New York, NY","5' 11""",180 lbs,Right,Right,Maryland State,-,Great,CO Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,58,58,294,250,77,16,1,9,58,63,34,15,26,0.308,0.404,0.488,54.3,7.7,0.18,0.39,0.892,0.3,0,0.8,0,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
36389,SP,19,ELI BEST,,20,USA,"Stillwater, OK","6' 1""",155 lbs,Switch,Right,Daniel Boone College,-,Great,CO Sophomore,5,NEU,85-87 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,5,8,0,0,0,122.2,137,10,68,67,62,56,4.92,0.3,1.62,14.6,0.7,10.1,4.5,4.1,0.9,0,0,0,0,4.86,0,0.4,0.8,Slot,Extremely Hard,Low
34027,SS,23,LARRY BIERWIRTH,,20,USA,"Hickory, NC","5' 9""",170 lbs,Right,Right,North Carolina Tech,-,Great,CO Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,63,63,316,273,76,11,1,1,39,62,40,22,13,0.278,0.373,0.337,39.8,5.3,0.059,0.33,0.71,0.299,0,-0.1,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low
33636,LF,18,RED BLACKBURN,,17,USA,"Lakewood, OH","5' 10""",165 lbs,Right,Right,Marlington,-,Average,HS Junior,4,NEU,83-85 Mph,Normal (3/4),Normal,25,25,128,110,56,13,1,2,30,47,12,5,16,0.509,0.568,0.7,45.4,21.1,0.191,0.535,1.268,0.524,0,2.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
33601,CF,9,RAY BLAKE,,17,USA,"Brooklyn, NY","6' 0""",165 lbs,Right,Right,Pontotoc,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,22,22,111,90,40,13,3,0,23,32,14,3,16,0.444,0.537,0.656,36.1,16.8,0.211,0.5,1.193,0.46,0,1.8,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
34075,SS,10,JOHN BONNER,,19,USA,"Pampa, TX","6' 0""",180 lbs,Right,Right,Maryland State,-,Great,CO Sophomore,1,FB,80-83 Mph,Over the Top,Normal,52,52,262,236,67,10,2,0,39,54,20,3,12,0.284,0.338,0.343,31.4,4.5,0.059,0.306,0.682,0.284,0,-0.9,0,40,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low
34639,C,23,BILL BOWEN,,17,USA,"Harrison, NJ","5' 10""",170 lbs,Right,Right,Paterson,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,22,22,114,108,47,11,1,2,30,35,5,3,14,0.435,0.465,0.611,31.1,12.9,0.176,0.466,1.076,0.437,0,1.5,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
34613,2B,4,SKIP BOWMAN,,17,USA,"Green River, WY","5' 10""",165 lbs,Right,Right,Provo,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,25,25,126,111,46,10,1,0,25,32,11,5,11,0.414,0.472,0.523,31.4,12.1,0.108,0.436,0.995,0.43,0,1.3,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low
35730,3B,21,ALEX BOYD,,17,USA,"Sacramento, CA","5' 10""",160 lbs,Right,Right,Woodland,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,23,23,118,111,46,15,0,1,27,42,6,2,16,0.414,0.449,0.577,32.1,12.7,0.162,0.446,1.026,0.417,0,1.3,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low
34107,3B,6,CY BRADEN,,19,USA,"Eureka, CA","5' 10""",175 lbs,Right,Right,Grange College,-,Great,CO Sophomore,1,NEU,80-83 Mph,Normal (3/4),Normal,60,60,301,262,78,12,1,5,46,60,32,8,18,0.298,0.378,0.408,44.9,6,0.111,0.35,0.786,0.291,0,0.2,0,38,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
34118,C,47,DEL BRANCH,,16,USA,"Wymore, NE","5' 7""",155 lbs,Right,Right,Nebraska City,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,24,24,120,100,41,12,0,2,26,35,10,6,14,0.41,0.492,0.59,32.2,13.4,0.18,0.463,1.082,0.419,0,1.5,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low
35722,SS,23,GILBERT BRENNAN,,17,USA,"Chicago, IL","5' 8""",145 lbs,Right,Right,Elizabethtown,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,23,23,119,112,49,16,1,1,32,35,5,6,18,0.438,0.454,0.625,32.1,12.2,0.188,0.461,1.079,0.449,0,1.5,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
36427,2B,17,ROOSEVELT BREWER,ROSIE,16,USA,"Chicago, IL","5' 11""",175 lbs,Right,Right,Washington,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,25,25,128,118,65,16,3,0,33,46,6,2,19,0.551,0.586,0.737,60.6,29.2,0.186,0.572,1.323,0.56,0,2.9,0,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low
34577,LF,1,BELVE BROWN,,16,USA,"Cincinnati, OH","6' 2""",165 lbs,Switch,Right,Trenton,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,23,23,116,104,44,7,1,1,29,41,8,4,9,0.423,0.466,0.538,27.9,11.4,0.115,0.439,1.004,0.426,0,1.2,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low
33605,1B,3,DIXIE BROWN,,20,USA,"Webster, MA","5' 10""",185 lbs,Left,Left,Brooklyn Catholic,-,Good,CO Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,50,50,251,210,59,7,1,9,42,56,34,28,17,0.281,0.388,0.452,42.5,7.1,0.171,0.371,0.84,0.286,0,1.2,0,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
33724,SP,20,HAL BROWN,,16,USA,"Marion, KS","5' 9""",145 lbs,Left,Left,Marion,-,Average,HS Junior,3,NEU,83-85 Mph,Sidearm,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,9,1,0,0,0,106,92,2,27,26,26,98,2.21,0.282,1.11,10.3,0.2,7.8,2.2,8.3,3.8,0,0,0,0,2.42,0,3.9,4.4,Slot,Extremely Hard,Average
33785,SP,5,JAY BROWN,,17,USA,"Chicago, IL","5' 11""",150 lbs,Right,Right,Tipp City,-,Average,HS Junior,3,NEU,83-85 Mph,Sidearm,Normal,9,9,45,42,16,3,0,0,8,14,1,5,3,0.381,0.4,0.452,7.9,7.1,0.071,0.375,0.852,0.421,0,0.2,0,7,3,14,14,7,2,0,0,0,99.1,66,1,17,16,31,119,1.45,0.246,0.98,9,0.1,6,2.8,10.8,3.8,0,0,0,0,1.93,0,4.4,5.3,Slot,Hard,Average
34050,SP,2,MACK BRUBAKER,,17,USA,"Lodi, NJ","6' 0""",155 lbs,Right,Right,Ironton,-,Average,HS Junior,3,EX GB,84-86 Mph,Sidearm,Groundballer,21,21,108,101,36,5,0,1,19,26,2,9,6,0.356,0.368,0.436,16.8,6.4,0.079,0.346,0.804,0.376,0,0.3,0,4,2,13,13,6,3,0,0,0,88.2,66,2,23,20,33,85,2.03,0.243,1.12,10.4,0.2,6.7,3.3,8.6,2.6,0,0,0,0,2.79,0,2.7,3.6,Slot,Extremely Hard,Low
34509,2B,15,MIKE BRYANT,,17,USA,"Chicago, IL","6' 0""",155 lbs,Right,Right,Berwyn,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,27,27,137,119,48,13,8,0,29,43,11,5,21,0.403,0.474,0.647,43.8,15.6,0.244,0.471,1.121,0.421,0,1.9,0,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Hard,Average
33733,2B,8,JIM BUCHANAN,,16,USA,"Paris, TN","5' 9""",150 lbs,Right,Right,Paris,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,22,22,110,86,37,13,1,1,25,27,16,5,15,0.43,0.514,0.64,31.6,15.2,0.209,0.477,1.154,0.434,0,1.5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
34115,SP,16,GEORGE BUCKLEY,,17,USA,"Flint, MI","5' 8""",145 lbs,Right,Right,Dearborn,-,Average,HS Junior,3,NEU,85-87 Mph,Normal (3/4),Normal,7,7,36,30,11,3,2,2,12,10,0,6,7,0.367,0.353,0.8,8.7,9.4,0.433,0.419,1.153,0.36,0,0.3,0,3,1,14,8,4,1,0,0,0,66,53,3,15,14,13,67,1.91,0.263,1,9.1,0.4,7.2,1.8,9.1,5.2,0,0,0,0,2.4,0,2.3,2.8,Slot,Hard,Average
33627,CF,24,GEORGE BUCKLEY,,17,USA,"Evanston, IL","5' 11""",150 lbs,Right,Right,St. Ignatius,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,22,22,112,89,39,9,4,2,26,37,15,2,15,0.438,0.527,0.697,36.5,16.7,0.258,0.513,1.223,0.42,0,1.9,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
34116,CF,10,BILLY BURDICK,,17,USA,"Wilmington, DE","5' 10""",150 lbs,Right,Right,Girardville,-,Average,HS Junior,1,NEU,80-83 Mph,Over the Top,Normal,22,22,111,98,47,13,1,4,33,37,10,1,18,0.48,0.532,0.755,41.1,20.9,0.276,0.543,1.287,0.457,0,2.2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
34725,C,5,LEO CABAN,,17,USA,"New York, NY","5' 8""",155 lbs,Switch,Right,Carlstadt,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,22,22,112,98,41,9,2,0,23,29,9,7,11,0.418,0.468,0.551,26.5,11.2,0.133,0.433,1.019,0.446,0,1.1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
34615,SS,13,JOE CABELL,,17,USA,"New York, NY","5' 6""",135 lbs,Left,Right,Newman,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,23,23,115,103,49,18,3,1,27,45,5,3,22,0.476,0.526,0.738,41.3,19.9,0.262,0.533,1.264,0.485,0,2.2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
34582,SP,1,BUTCH CAMPBELL,,17,USA,"Boston, MA","6' 1""",150 lbs,Right,Right,Hartford,-,Average,HS Junior,3,NEU,87-89 Mph,Normal (3/4),Normal,25,25,129,122,46,11,2,0,25,32,1,11,13,0.377,0.381,0.5,23.6,7.8,0.123,0.372,0.881,0.407,0,0.6,0,1,1,12,6,3,1,0,0,0,48,37,1,11,10,15,50,1.88,0.265,1.08,9.8,0.2,6.9,2.8,9.4,3.3,0,0,0,0,2.33,0,1.7,2,Slot,Extremely Hard,Low
34106,3B,16,ELMER CAMPBELL,,20,USA,"Manchester, NH","5' 10""",175 lbs,Right,Right,North Carolina Atlantic,-,Good,CO Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,47,47,235,197,53,11,5,7,30,44,34,23,23,0.269,0.379,0.482,41.2,7.1,0.213,0.375,0.861,0.272,0,0.7,0,33,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Low
34531,SP,12,JOE CAMPBELL,,17,USA,"Mayfield, KY","6' 2""",160 lbs,Left,Right,Marion,-,Average,HS Junior,3,NEU,85-87 Mph,Over the Top,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,7,3,0,0,0,101.1,92,3,36,34,46,88,3.02,0.278,1.36,12.3,0.3,8.2,4.1,7.8,1.9,0,0,0,0,3.21,0,2.5,2.9,Slot,Extremely Hard,Average
34103,SP,13,ROBERT CAMPBELL,,19,USA,"Washington, DC","5' 11""",160 lbs,Right,Right,Miami State,-,Great,CO Sophomore,3,NEU,83-85 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,4,8,0,0,0,104.1,123,16,87,85,92,49,7.33,0.296,2.06,18.6,1.4,10.6,7.9,4.2,0.5,0,0,0,0,6.93,0,-1.8,-1.8,Slot,Extremely Hard,Low
34524,CF,30,CY CARDIN,,17,USA,"Canton, OH","5' 10""",155 lbs,Right,Right,Monroeville,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,104,93,40,8,3,2,23,38,7,3,13,0.43,0.475,0.645,30.9,14.1,0.215,0.467,1.12,0.432,0,1.4,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average
