ID,Position,Number,Name,Nickname,Inf,Age,City of Birth,Height,Weight,Bats,Throws,School,Commit,Competition,Level,Pitches,Tendency,Velocity,Slot,Pitch Type,G,GS(Bat),PA,AB,H,2B,3B,HR,RBI,R,Walks,SO,AVG,OBP,SLG,RC,RC27,ISO,wOBA,OPS,OPS+,BABIP,WPA,wRC,wRC+,wRAA,WAR,SB,CS,BsR,GP,GS,W,L,SV,BS,HLD,IP,HRA,RA,ER,BB,K,ERA,BABIP (Opponent),WHIP,RA9,HR9,H9,BB9,K9,KBB,QS,CG,GO%,ERA+,FIP,FIPCO Junior,pWAR,rWAR,Accuracy
34619,SP,22,HARL COLE,,,16,"Chicopee, MA","5' 11""",150 lbs,R,R,Newport,CO Junior,Average,HS Freshman,3,NEU,86CO Junior88 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Low
34657,SP,23,JOE CROSBY,BONES,,16,"Akron, OH","5' 8""",140 lbs,L,R,St. Peter's,CO Junior,Average,HS Freshman,3,NEU,83CO Junior85 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Low
34521,SP,40,WILLIAM DUGGIN JR.,,,16,"Crawfordsville, IN","5' 11""",140 lbs,R,R,Lawrenceville,CO Junior,Average,HS Freshman,3,GB,83CO Junior85 Mph,Over the Top,Groundballer,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Average
34588,SP,18,AL DUSTER,PRINCE OF THE PRAIRIE,,16,"Bellevue, NE","5' 8""",130 lbs,R,R,Council Bluffs,CO Junior,Average,HS Freshman,4,NEU,84CO Junior86 Mph,Over the Top,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Low
34602,SP,22,BOB ELDRIDGE,,,16,"Detroit, MI","5' 10""",145 lbs,L,R,Marshall,CO Junior,Average,HS Freshman,3,FB,85CO Junior87 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Low
34626,SP,40,BILL EVANS,,,16,"St. Charles, MO","6' 0""",155 lbs,L,L,Maplewood,CO Junior,Average,HS Freshman,3,NEU,83CO Junior85 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Average
34647,SP,3,ED FUNKHOUSER,,,16,"Hagerstown, MD","5' 10""",145 lbs,R,R,St. Albans,CO Junior,Average,HS Freshman,4,NEU,84CO Junior86 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Low
34506,SP,1,TONY GARZA,,,16,"Waverly, TN","5' 10""",140 lbs,R,R,East,CO Junior,Average,HS Freshman,4,NEU,84CO Junior86 Mph,Over the Top,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Low
34598,SP,27,WILLIE GONZALEZ JR.,,,16,"Milwaukee, WI","5' 10""",145 lbs,S,R,Capital Academy,CO Junior,Average,HS Freshman,4,NEU,87CO Junior89 Mph,Over the Top,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Low
34488,SP,6,BILL GRAY,,,16,"Arlington, MA","6' 0""",150 lbs,R,R,St. Patrick's Prep,CO Junior,Average,HS Freshman,3,NEU,86CO Junior88 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Average
34652,SP,9,PAUL GRELL,,,16,"Olympia, WA","5' 9""",135 lbs,R,R,Seattle,CO Junior,Average,HS Freshman,3,GB,85CO Junior87 Mph,Normal (3/4),Groundballer,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Low
34603,SP,9,EMIL HAUSER,,,16,"Bridgeport, CT","6' 5""",170 lbs,R,R,Bloomfield,CO Junior,Average,HS Freshman,4,NEU,86CO Junior88 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Average
34614,SP,22,HARRY HAWKINS,,,16,"Chicago, IL","5' 10""",145 lbs,R,R,La Porte,CO Junior,Average,HS Freshman,5,EX GB,86CO Junior88 Mph,Normal (3/4),Groundballer,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Average
34640,SP,18,BABE HERSHBERGER,,,16,"New York, NY","5' 9""",140 lbs,R,R,Moorestown,CO Junior,Average,HS Freshman,3,NEU,86CO Junior88 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Low
34638,SP,22,DAVE HUNT,,,16,"West New York, NJ","5' 9""",135 lbs,R,L,Slatington,CO Junior,Average,HS Freshman,3,NEU,84CO Junior86 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Average
34499,SP,47,DAVE LAVALLEE,,,15,"Vaughan, ON","5' 10""",145 lbs,R,R,Chattanooga,CO Junior,Average,HS Freshman,3,NEU,83CO Junior85 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Average
34545,SP,24,WALT LEONARD,,,16,"Newport, RI","5' 7""",125 lbs,L,R,Baltic,CO Junior,Average,HS Freshman,5,GB,85CO Junior87 Mph,Normal (3/4),Groundballer,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Average
34776,SP,13,MARC LINDSEY,,,15,"Corvallis, OR","5' 11""",150 lbs,L,L,Commercial,CO Junior,Average,HS Freshman,5,NEU,85CO Junior87 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Average
34606,SP,25,VAN MARTINEZ,,,16,"Dallas, TX","6' 1""",155 lbs,R,R,Paris,CO Junior,Average,HS Freshman,3,GB,83CO Junior85 Mph,Over the Top,Groundballer,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Average
34570,SP,15,DAN MCCRAY,,,16,"Indianapolis, IN","5' 11""",150 lbs,L,L,Shelbyville,CO Junior,Average,HS Freshman,3,NEU,85CO Junior87 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Low
34507,SP,56,JOHNNY MILLER,,,16,"Brooklyn, NY","5' 10""",150 lbs,R,R,Jamaica,CO Junior,Average,HS Freshman,3,NEU,86CO Junior88 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Average
34633,SP,16,STEVE NOEL,,,15,"Cleveland, OH","5' 10""",145 lbs,R,R,Lead,CO Junior,Average,HS Freshman,5,NEU,84CO Junior86 Mph,Sidearm,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Low
34655,SP,18,JACKIE PEEBLES,,,16,"Portland, ME","6' 1""",155 lbs,S,R,Haverhill,CO Junior,Average,HS Freshman,3,NEU,85CO Junior87 Mph,Over the Top,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Average
34593,SP,98,BOBBY ROE,,,16,"Long Branch, NJ","6' 0""",150 lbs,R,R,Bath,CO Junior,Average,HS Freshman,4,NEU,84CO Junior86 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Average
34532,SP,31,WALTER ROLING,,,16,"Cambridge, MA","5' 9""",135 lbs,R,R,Amesbury,CO Junior,Average,HS Freshman,3,GB,84CO Junior86 Mph,Normal (3/4),Groundballer,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,High
34537,SP,16,OSCAR SAENZ,,,16,"New London, CT","5' 9""",135 lbs,R,L,Kansas City,CO Junior,Average,HS Freshman,4,GB,86CO Junior88 Mph,Over the Top,Groundballer,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,High
37658,SP,1,JOE STANDISH JR.,,,16,"New York, NY","6' 3""",200 lbs,R,R,Brooklyn Tech,CO Junior,Average,HS Freshman,4,NEU,90CO Junior92 Mph,Sidearm,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Average
34635,SP,17,FRANK STEPHENS,,,16,"Brooklyn, NY","6' 3""",160 lbs,R,L,Norwalk,CO Junior,Average,HS Freshman,3,GB,83CO Junior85 Mph,Normal (3/4),Groundballer,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Average
34567,SP,1,CARL VARN,,,15,"Boston, MA","5' 9""",135 lbs,S,R,Danvers,CO Junior,Average,HS Freshman,3,NEU,84CO Junior86 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,High
34767,SP,4,DAVE VOLPE,,,16,"Portland, OR","5' 11""",155 lbs,L,L,Orchards,CO Junior,Average,HS Freshman,3,NEU,84CO Junior86 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,High
34631,SP,1,RON YOUNG,,,16,"St. Louis, MO","6' 0""",150 lbs,L,L,Marissa,CO Junior,Average,HS Freshman,6,NEU,86CO Junior88 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Average
34540,C,12,RAY BAILEY,,,16,"Buffalo, NY","5' 11""",165 lbs,L,R,Caledonia,CO Junior,Average,HS Freshman,3,NEU,84CO Junior86 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Average
34639,C,23,BILL BOWEN,,,16,"Harrison, NJ","5' 10""",170 lbs,R,R,Paterson,CO Junior,Average,HS Freshman,1,NEU,80CO Junior83 Mph,Over the Top,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Low
34725,C,5,LEO CABAN,,,16,"New York, NY","5' 7""",150 lbs,S,R,Carlstadt,CO Junior,Average,HS Freshman,1,FB,80CO Junior83 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Average
34487,C,18,JACK COX,,,15,"Sunbury, PA","5' 9""",160 lbs,R,R,Enola,CO Junior,Average,HS Freshman,1,NEU,80CO Junior83 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Average
34534,C,7,GEORGE CRUMMETT,,,16,"Alamo, TN","5' 10""",170 lbs,R,R,Paris,CO Junior,Average,HS Freshman,1,NEU,80CO Junior83 Mph,Over the Top,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Average
34565,C,26,HOWIE GREEN,,,16,"Chicago, IL","5' 9""",155 lbs,R,R,LaSalle,CO Junior,Average,HS Freshman,1,FB,80CO Junior83 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Average
34505,C,24,JOHN GRIFFIN,,,16,"Troy, NY","5' 9""",160 lbs,R,R,Oneonta,CO Junior,Average,HS Freshman,1,NEU,80CO Junior83 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,High
34618,C,61,CHIP HARMAN,,,16,"Bartlesville, OK","5' 10""",165 lbs,R,R,Douglass,CO Junior,Average,HS Freshman,1,NEU,80CO Junior83 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Low
34549,C,16,GEORGE HOOVER,,,16,"New York, NY","5' 10""",155 lbs,S,R,Bound Brook,CO Junior,Average,HS Freshman,1,NEU,80CO Junior83 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Average
34551,C,8,JOHNNY JAMISON,,,16,"Cohoes, NY","6' 0""",170 lbs,R,R,Glens Falls,CO Junior,Average,HS Freshman,1,FB,80CO Junior83 Mph,Sidearm,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Very Low
34659,C,35,MARV LEAGUE,,,16,"New Orleans, LA","6' 1""",175 lbs,L,R,Isidore Newman School,CO Junior,Average,HS Freshman,1,FB,80CO Junior83 Mph,Over the Top,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Average
34581,C,33,CLIFF LEIBY,,,16,"Missoula, MT","6' 2""",190 lbs,R,R,Blackfoot,CO Junior,Average,HS Freshman,1,FB,80CO Junior83 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Low
34557,C,16,JOE MCCOWAN,,,16,"Greenville, NC","5' 10""",165 lbs,R,R,Blackwood,CO Junior,Average,HS Freshman,1,FB,80CO Junior83 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Average
34504,C,18,TUCKER NESS,,,16,"Rochester, NY","5' 9""",160 lbs,R,R,Rochester,CO Junior,Average,HS Freshman,1,FB,80CO Junior83 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,High
34489,C,16,CAL PHIPPS,,,16,"Chippewa Falls, WI","5' 10""",170 lbs,R,R,Amery,CO Junior,Average,HS Freshman,1,FB,80CO Junior83 Mph,Over the Top,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Average
34617,C,19,VICTOR SANDS,,,15,"Maywood, IL","5' 9""",170 lbs,R,R,West Chicago,CO Junior,Average,HS Freshman,1,NEU,80CO Junior83 Mph,Over the Top,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Low
34522,C,21,GEORGE WHITNEY,,,15,"Erie, PA","5' 9""",150 lbs,R,R,Delevan,CO Junior,Average,HS Freshman,1,FB,80CO Junior83 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Low
34651,C,3,CHUCK WILLIAMS,,,15,"St. Cloud, MN","5' 9""",160 lbs,R,R,Stillwater,CO Junior,Average,HS Freshman,1,FB,80CO Junior83 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,High
34605,1B,15,TONY CLARK,,,16,"Hobart, OK","6' 1""",180 lbs,R,R,Lindsay,CO Junior,Average,HS Freshman,1,NEU,80CO Junior83 Mph,Over the Top,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Average
